username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
IN_Task_Force_1;2017-09-12 05:48;22;35;"INTF-1 Hazmat and Incident Support Personnel Team members have arrived this AM near Miami Florida to support operations in the Florida Keys pic.twitter.com/mNkq7JvrT0";;;;"907481125643309056";https://twitter.com/IN_Task_Force_1/status/907481125643309056
altNOAA;2017-09-12 05:15;133;515;"One of our favorite residents of Upper Florida Keys, the founder of the NOAA Diving Hyperbaric Training and Diver Treatment Facility. pic.twitter.com/Kdm8ljhWEU";;;;"907472638129397760";https://twitter.com/altNOAA/status/907472638129397760
nytimes;2017-09-12 04:47;41;89;"Watch: Snapchat videos of Florida Keys show Irma's fury http://nyti.ms/2vZ9K6v";;;;"907465568521003008";https://twitter.com/nytimes/status/907465568521003008
FoxNews;2017-09-12 04:22;100;203;"Crews are conducting house to house searches looking for stranded people in #Florida Keys. http://fxn.ws/2wVZQl0 | #Irmapic.twitter.com/gjHUBIilBu";;;#Florida #Irmapic;"907459271708864512";https://twitter.com/FoxNews/status/907459271708864512
ActualEPAFacts;2017-09-12 04:06;13;67;"Florida Keys Battered but Still Standing After Irma’s Rampage https://www.nytimes.com/2017/09/11/us/florida-key-west-damage.html?partner=rss&emc=rss …";;;;"907455229167357952";https://twitter.com/ActualEPAFacts/status/907455229167357952
CBSNews;2017-09-12 04:03;82;52;"Florida Keys compared to a "war zone" in wake of Hurricane Irma http://cbsn.ws/2wTVjQT pic.twitter.com/fGHrdAQDqB";;;;"907454490852380672";https://twitter.com/CBSNews/status/907454490852380672
carloslcurbelo;2017-09-12 03:16;45;123;"Several of the endangered Florida Key Deer were spotted in #BigPineKey today!https://twitter.com/suttacbsmiami/status/907259880590934016 …";;;#BigPineKey;"907442783799177223";https://twitter.com/carloslcurbelo/status/907442783799177223
washingtonpost;2017-09-12 03:12;54;91;"Assessing Hurricane Irma’s impact, from the air: Florida Keys a bit battered but mostly spared http://wapo.st/2wW5bqT";;;;"907441882699104256";https://twitter.com/washingtonpost/status/907441882699104256
nytimes;2017-09-12 02:37;126;204;"Florida's governor: “I know for our entire state, but especially the Keys, it’s going to be a long road.” Updates: http://nyti.ms/2jjXRC5";;;;"907432841369280512";https://twitter.com/nytimes/status/907432841369280512
CNN;2017-09-12 02:31;90;169;"CNN's @RosaFlores got a bird's-eye view of devastation on the Florida Keys after Hurricane Irma http://snpy.tv/2jjoOWF";;@RosaFlores;;"907431504245956608";https://twitter.com/CNN/status/907431504245956608
CNN;2017-09-12 02:24;372;850;"Hurricane chaser: Given the forecast, there was no excuse for people who decided not to evacuate the Florida Keys http://snpy.tv/2eRXZE4";;;;"907429742223040512";https://twitter.com/CNN/status/907429742223040512
DavidOvalle305;2017-09-12 01:32;39;34;"NEW VIDEO: Dramatic footage and stories from Florida Keys residents who rode out Hurricane Irma http://www.miamiherald.com/news/weather/hurricane/article172756981.html … w/ @CTJPhoto #MH";;@CTJPhoto;#MH;"907416498683215874";https://twitter.com/DavidOvalle305/status/907416498683215874
Reuters;2017-09-12 01:20;78;62;"Florida Keys evacuees told they cannot return home after Irma http://reut.rs/2wTb8Yb pic.twitter.com/PLD97Nf3ZT";;;;"907413487231565824";https://twitter.com/Reuters/status/907413487231565824
ErinBurnett;2017-09-12 01:15;25;65;"Florida Keys dark tonight. Kent Anderson has 1st images:"most of the devastation was at Big Pine Key near Marathon" http://www.snappytv.com/tc/5746963";;;;"907412321470963713";https://twitter.com/ErinBurnett/status/907412321470963713
ReedTimmerAccu;2017-09-12 01:00;87;234;"National guard digging through storm surge debris from Hurricane #Irma earlier in Florida Keys on Hwy 1 west of Islamorada @breakingweatherpic.twitter.com/jcwyrjeB5S";;@breakingweatherpic;#Irma;"907408440015904768";https://twitter.com/ReedTimmerAccu/status/907408440015904768
DavidOvalle305;2017-09-12 00:43;38;49;"They survived the eye of Hurricane Irma. Dramatic stories emerge from the Florida Keys. Our dispatch: http://www.miamiherald.com/news/weather/hurricane/article172742816.html …";;;;"907404162983493633";https://twitter.com/DavidOvalle305/status/907404162983493633
AC360;2017-09-12 00:40;35;67;""It's just devastating": Florida Keys residents return home after Irma's wrath http://cnn.it/2wTIiHb http://snpy.tv/2wlkg3g";;;;"907403386315608064";https://twitter.com/AC360/status/907403386315608064
NBCNightlyNews;2017-09-12 00:16;66;91;"The military has been called in to help with relief efforts in the Florida Keys. Details from @Miguelnbc.http://snpy.tv/2fdGxKG";;@Miguelnbc;;"907397347096662016";https://twitter.com/NBCNightlyNews/status/907397347096662016
rdlewis;2017-09-12 00:04;22;46;"Beginning tomorrow, residents in the Florida Keys will be let partially back onto the islands after Hurricane Irma's destruction https://twitter.com/monroecounty/status/907393570516164612 …";;;;"907394485621051392";https://twitter.com/rdlewis/status/907394485621051392
CNN;2017-09-11 23:32;149;195;""Most of the Keys are in the dark, and it's just black," says Monroe County, Florida, administrator Roman Gastesi http://cnn.it/2wVSzji";;;;"907386340303626240";https://twitter.com/CNN/status/907386340303626240
ajplus;2017-09-11 23:13;141;146;"BREAKING: The Dept of Defense says 10,000 people may need to be evacuated from the Florida Keys after Irma devastated the island chain.";;;;"907381530112098306";https://twitter.com/ajplus/status/907381530112098306
LiamBarrettEsq;2017-09-11 23:10;25;98;"Had to follow up on Ernest Hemingway's 6 toed cat descendents. The 50+ cats, employees and home/museum all survived in the Florida Keys. pic.twitter.com/ciuSsHqF69";;;;"907380924215676929";https://twitter.com/LiamBarrettEsq/status/907380924215676929
SuttaCBSMiami;2017-09-11 22:52;90;169;"Sunset in Florida Keys tonight. This is how I found old glory. Tangled and drenched. Survivors hang in there. Families hold onto hope. pic.twitter.com/HeTAFvr8Xy";;;;"907376396883853312";https://twitter.com/SuttaCBSMiami/status/907376396883853312
NBCNews;2017-09-11 22:47;293;294;"WATCH: Aerial footage shows the scope of damage in Ohio Key, Florida (Video: @GadiNBC)pic.twitter.com/hx289mwZXn";;@GadiNBC;;"907375194335039489";https://twitter.com/NBCNews/status/907375194335039489
marcorubio;2017-09-11 21:47;90;214;"Joining @USCG to see firsthand the damage by #HurricaneIrma in SW #Florida and Florida Keys. pic.twitter.com/Rui56mf3wD";;@USCG;#HurricaneIrma #Florida;"907360049131134976";https://twitter.com/marcorubio/status/907360049131134976
ReedTimmerAccu;2017-09-11 21:44;966;1027;"New video: massive debris over Highway 1 in Florida Keys just outside of Marathon. Boats, appliances, pieces of houses along mangroves pic.twitter.com/OcGY65GDtp";;;;"907359180209737728";https://twitter.com/ReedTimmerAccu/status/907359180209737728
people;2017-09-11 21:42;42;268;"All of Ernest Hemingway House's 54 Famous, Six-Toed Cats Accounted for After Hurricane Irma Batters the Florida Keys http://peoplem.ag/ZqclqkA";;;;"907358751157616641";https://twitter.com/people/status/907358751157616641
weatherdak;2017-09-11 20:56;420;422;"Before & after Irma in Florida Keys. pic.twitter.com/9A0eSQEgI9";;;;"907347198643339264";https://twitter.com/weatherdak/status/907347198643339264
GadiNBC;2017-09-11 20:38;55;179;"Ernest Hemingway home in the Florida Keys still stands. Lots of trees down but didn't see any structural damage. #OldMan&TheSea #Irmapic.twitter.com/2QiPkxZ5B2";;;#OldMan #Irmapic;"907342670703546368";https://twitter.com/GadiNBC/status/907342670703546368
weatherchannel;2017-09-11 20:31;89;175;"Strong winds and storm surge of #Irma left a trail of destruction in the Florida Keys. Tune into The Weather Channel for the latest on Irma. pic.twitter.com/GcL8T7u4A7";;;#Irma;"907340771891847168";https://twitter.com/weatherchannel/status/907340771891847168
NBCNews;2017-09-11 20:27;221;187;"WATCH: Widespread destruction left behind in Cudjoe Key, Florida, where Irma made landfall as a Category 4 hurricane pic.twitter.com/Vm62RPDKQg";;;;"907339769176379392";https://twitter.com/NBCNews/status/907339769176379392
CNN;2017-09-11 20:02;202;244;"An estimated 10,000 who rode out Irma in the Florida Keys may require evacuation, the US Department of Defense said http://cnn.it/2w287oF";;;;"907333665256087558";https://twitter.com/CNN/status/907333665256087558
MiamiHerald;2017-09-11 19:51;143;108;"Florida Keys to the public: We’re closed until further notice http://hrld.us/2gYxD3H pic.twitter.com/KCFIRPJxyf";;;;"907330663170416640";https://twitter.com/MiamiHerald/status/907330663170416640
AP;2017-09-11 19:49;86;102;"The Latest: Florida governor describes 'devastation' in the Keys but says damage to the west coast wasn't as bad. http://apne.ws/QaxDEzX";;;;"907330219513729024";https://twitter.com/AP/status/907330219513729024
CNN;2017-09-11 19:45;84;177;"Florida Gov. Rick Scott: "My heart goes out to the people in the Keys. There's devastation." http://cnn.it/2fearhT http://snpy.tv/2jhuLDo";;;;"907329164226768897";https://twitter.com/CNN/status/907329164226768897
AP;2017-09-11 19:41;316;423;"BREAKING: After flyover, Florida Gov. Rick Scott says there is 'devastation' in the Keys; west coast 'not as a bad'";;;;"907328200103129093";https://twitter.com/AP/status/907328200103129093
ReedTimmerAccu;2017-09-11 19:38;360;376;"Devastation from massive storm surge at Bahia Honda State Park in Florida Keys from Hurricane #Irma @breakingweather @accuweatherpic.twitter.com/SfervTFWZv";;@breakingweather @accuweatherpic;#Irma;"907327413633286147";https://twitter.com/ReedTimmerAccu/status/907327413633286147
cnnbrk;2017-09-11 19:27;406;483;"Irma may have bent bridges in Florida Keys, may be weeks before people there can go home, says White House adviser http://cnn.it/2wVL9wA pic.twitter.com/T1kHNvqnFz";;;;"907324809922727936";https://twitter.com/cnnbrk/status/907324809922727936
CityofMiami;2017-09-11 19:17;85;191;"The South Florida Urban Search and Rescue Task Force gearing up to leave for the Keys to help with recovery efforts there. #Miami #AfterIRMApic.twitter.com/WOvy7elGWX";;;#Miami #AfterIRMApic;"907322302941016064";https://twitter.com/CityofMiami/status/907322302941016064
Reuters;2017-09-11 19:13;125;82;"UPDATE: White House Homeland Security adviser says Florida Keys may not be fit for re-entry by regular citizens for weeks pic.twitter.com/etlVd1gSUA";;;;"907321296496852992";https://twitter.com/Reuters/status/907321296496852992
johnrobertsFox;2017-09-11 19:11;19;55;". @WhiteHouse HS advisor Tom Bossert on the Florida Keys - lives may have been lost there - could be weeks before residents can return";;@WhiteHouse;;"907320784884039680";https://twitter.com/johnrobertsFox/status/907320784884039680
SenBillNelson;2017-09-11 19:08;60;227;"Getting on a Coast Guard C130 now to get firsthand look at storm damage in the Keys and along Florida's Gulf coast. pic.twitter.com/CUsQ1xqCj2";;;;"907319968546639873";https://twitter.com/SenBillNelson/status/907319968546639873
SenRickScott;2017-09-11 19:01;54;105;"Today, I joined the @USCG for an aerial tour of Hurricane Irma impacts in the Florida Keys. http://bit.ly/2vPzv5d";;@USCG;;"907318078576492544";https://twitter.com/SenRickScott/status/907318078576492544
ABCWorldNews;2017-09-11 19:00;30;89;"As Hurricane #Irma slammed the Florida Keys yesterday, two airmen with Air National Guard exchanged vows at a convention center in Orlando. pic.twitter.com/gT2GdoAGVR";;;#Irma;"907317838146179073";https://twitter.com/ABCWorldNews/status/907317838146179073
CNN;2017-09-11 18:22;214;673;"Officials have reached the Florida Keys, where it appears everyone survived the storm http://cnn.it/2wSYwQs pic.twitter.com/4Ee8R2ENWN";;;;"907308284708888577";https://twitter.com/CNN/status/907308284708888577
BrianEntin;2017-09-11 17:04;48;25;"Florida Highway Patrol says roads to the Florida Keys will not open today. Too much damage. @wsvn #HurricaneIrma";;@wsvn;#HurricaneIrma;"907288872324919296";https://twitter.com/BrianEntin/status/907288872324919296
nature_org;2017-09-11 17:04;37;53;"A @nature_org ecologist evacuated the Florida Keys & wonders what will be of the corals when he returns http://bit.ly/2w1bJag @NewYorkerpic.twitter.com/2VyRFfkZVx";;@nature_org @NewYorkerpic;;"907288641994620929";https://twitter.com/nature_org/status/907288641994620929
CNNnewsroom;2017-09-11 16:43;58;108;". @billweirCNN gives a tour of an "apocalyptic streetscape" in Key Largo, Florida http://snpy.tv/2wSmCLi";;@billweirCNN;;"907283443888918529";https://twitter.com/CNNnewsroom/status/907283443888918529
ABC;2017-09-11 16:03;69;73;"WATCH LIVE: In the air surveying damage from Hurricane #Irma in the Florida Keys. http://abcn.ws/2wkylOg pic.twitter.com/WHxfzXH4cp";;;#Irma;"907273453396512768";https://twitter.com/ABC/status/907273453396512768
shiraz43;2017-09-11 16:01;27;80;"For those wondering about the Key Deer. #Irma #keywest "Florida Keys" https://twitter.com/SuttaCBSMiami/status/907259579427377157 …";;;#Irma #keywest;"907272953863266304";https://twitter.com/shiraz43/status/907272953863266304
guardian;2017-09-11 15:32;19;18;"Florida Keys facing potential 'humanitarian crisis' in Irma aftermath http://trib.al/C1L2MOV";;;;"907265651097645057";https://twitter.com/guardian/status/907265651097645057
ABC;2017-09-11 15:28;136;174;"Boat comes loose from mooring, crashes into other boat in Florida Keys. http://abcn.ws/2xebmZy #Irmapic.twitter.com/OrMPnqRjUe";;;#Irmapic;"907264598797164549";https://twitter.com/ABC/status/907264598797164549
weatherchannel;2017-09-11 15:25;104;99;"The situation in the Florida Keys is dire following Hurricane #Irma: http://wxch.nl/2xZGlq0";;;#Irma;"907263716684554244";https://twitter.com/weatherchannel/status/907263716684554244
ABC;2017-09-11 15:20;54;66;"LATEST: Monroe County says "help is on the way" as supplies run low in Florida Keys, heavily impacted by #Irma http://abcn.ws/2xg5crG pic.twitter.com/XWTd8N9uKr";;;#Irma;"907262621757341699";https://twitter.com/ABC/status/907262621757341699
nature_org;2017-09-11 14:38;57;87;"The Florida Keys' coral reefs are already stressed in many ways. How will they fare from #Irma? http://bit.ly/2w1bJag via @NewYorkerpic.twitter.com/1oUqtlqDdd";;@NewYorkerpic;#Irma;"907252021585215488";https://twitter.com/nature_org/status/907252021585215488
Thom_astro;2017-09-11 14:15;129;490;"Remember seeing the Florida Keys from @Space_Station like it was yesterday. No doubt the area looks very different now #Irma #ProximArchivespic.twitter.com/9gWOY5zUWD";;@Space_Station;#Irma #ProximArchivespic;"907246346968735746";https://twitter.com/Thom_astro/status/907246346968735746
SenRickScott;2017-09-11 13:38;56;98;"This morning I'm joining Vice Admiral Schultz and @USCG members to assess damage from Irma in the Florida Keys. pic.twitter.com/HWD2HW19Gj";;@USCG;;"907237025052610560";https://twitter.com/SenRickScott/status/907237025052610560
Reuters;2017-09-11 12:54;37;44;"Storm Irma brings fresh flooding to Florida after hammering Keys http://reut.rs/2eQfk04";;;;"907225931747610624";https://twitter.com/Reuters/status/907225931747610624
CBSNews;2017-09-11 12:38;98;64;"The Florida Keys face what one official called a humanitarian crisis. @Elaine_Quijano is in Key Largo with a glimpse of the damage: pic.twitter.com/B90OZTzqgU";;@Elaine_Quijano;;"907221863142756352";https://twitter.com/CBSNews/status/907221863142756352
weatherchannel;2017-09-11 12:35;213;204;"#Irma Hammering Florida, 'Humanitarian Crisis' Looms in Florida Keys, Nearly 6 Million Without Power http://wxch.nl/2gXydyR pic.twitter.com/8ouov8LUN5";;;#Irma;"907220934662217729";https://twitter.com/weatherchannel/status/907220934662217729
ExtremeStorms;2017-09-11 12:01;15;47;"#BigPineKey is the largest Island in the Florida Keys-home to many residents & the endangered Key Deer. The #Irma eye went over us.";;;#BigPineKey #Irma;"907212437568532480";https://twitter.com/ExtremeStorms/status/907212437568532480
MikeSington;2017-09-11 11:26;34;82;"Trump's social media director tweets photo of tour group stranded in Florida Keys after Hurricane Irma. pic.twitter.com/pswTuZIqwU";;;;"907203784094261249";https://twitter.com/MikeSington/status/907203784094261249
ABC;2017-09-11 11:25;341;329;"Boats are on the roads and cars are buried under sand in the Florida Keys after Hurricane #Irma battered the area. http://abcn.ws/2eZYPlD pic.twitter.com/gmYZvjSq8T";;;#Irma;"907203494863441920";https://twitter.com/ABC/status/907203494863441920
